"","y","dens","y_log","labs"
"1",35451.747239989,4.04625674937707,10.4759278181925,1
"2",16.3621796446978,7.70851015091396,2.79497255241626,1
"3",100934.976940929,6.32774848108033,11.5222317958358,1
"4",126796.075505994,7.39483477838209,11.7503353702381,1
"5",76033.1096396879,5.913631404248,11.238924177553,1
"6",2865218.77152585,5.42402071960269,14.8681552652596,1
"7",4636.14848014215,5.08348664204572,8.44163923158744,1
"8",1117.68664574605,0.608094740911165,7.01901633334314,1
"9",4777.57889384663,2.3039143854605,8.47168918960375,1
"10",789.268649229236,4.97618674512041,6.67110675621087,1
"11",22737563.4206178,1.70616598135716,16.9395288910566,1
"12",460345.589953819,4.91772498655715,13.0397327689021,1
"13",32.0846802506465,5.87371101498289,3.4683786654569,1
"14",359710460.955863,6.79567458326629,19.7008099906891,1
"15",1021.12595657399,5.07659417979614,6.92866117644601,1
"16",520012.744514586,8.22115407891424,13.1616085989392,1
"17",9612.61366824243,4.23099664126971,9.17083143878871,1
"18",1131.27504180805,4.42932607406147,7.03110063117404,1
"19",6039.46338284756,4.46360651221352,8.7060704430826,1
"20",693148.99745177,4.79368143091327,13.4490002586,1
"21",992086.607592837,7.04845613665206,13.8075656884972,1
"22",151780.157042435,3.22864446918469,11.9301884176288,1
"23",47091.9660506413,6.92513693101467,10.7598576932822,1
"24",4.44872022658675,6.93839819978342,1.49261646528528,1
"25",2681.09604747887,5.04924689231121,7.89398096283814,1
"26",279284.064006879,6.1297486359423,12.5399846934021,1
"27",991231.892301665,6.18581978811142,13.806703784225,1
"28",10520354.8580211,6.28203224867965,16.168822496456,1
"29",350485.449096896,4.96268589913896,12.7670744698929,1
"30",9.23450227230425,3.54274013521065,2.22294671640064,1
"31",0.599631727871644,5.14403683724066,-0.511439599090865,1
"32",298.123954375338,7.77503127442994,5.69750935430006,1
"33",141343487.580808,6.35440751675179,18.7667035680379,1
"34",76457.946234395,8.3547290652761,11.2444961462356,1
"35",290.068516838572,3.7161168794453,5.67011716003494,1
"36",19967182.1373742,6.62404835892144,16.8096005906473,1
"37",506919.484567935,3.86203313601876,13.1361074624038,1
"38",1081.32333229588,2.84463557444648,6.98594087772283,1
"39",17097.4819845151,3.01776521332431,9.74668647928052,1
"40",1270.24379285769,6.30292534273994,7.14696412391019,1
"41",114101.563226297,7.5270506540787,11.6448442362497,1
"42",90298.8987996368,6.19512926218866,11.4108805444208,1
"43",8089.42861030022,4.31520264963744,8.99831337842348,1
"44",9.25261825116129,7.17070705191084,2.22490656565166,1
"45",19960.9575145757,2.0356849644662,9.90153352038698,1
"46",25426.6279969217,3.38081123510128,10.1435522502109,1
"47",7677656.91335908,6.52766059128367,15.8538249691682,1
"48",33.4002106346519,6.18671786694667,3.50856220638947,1
"49",12.3670331009017,4.69689671823453,2.51503431130697,1
"50",3580517.91155665,6.31561846770643,15.0910180159461,1
"51",113618.527387921,7.32307699100096,11.6406018651745,1
"52",4879.89913511932,4.8180457871383,8.49287982960066,1
"53",89.4519099557558,4.42925390291428,4.49370116194316,1
"54",815792.960439704,5.18842817915474,13.6119158768013,1
"55",5075.44199537251,6.48679795549894,8.53216889280188,1
